YEAR,INCOME06,INCOM16,REG16,RACE,SEX,SPDEG,MADEG,PADEG,DEGREE,CHILDS,SPWRKSLF,SPHRS1,MARITAL,WRKSLF,HRS1,WRKSTAT,ID_,BALLOT,FEMALE
2014,19,3,8,1,male (1),7,8,8,1,0,0,-1,Divorced (3),2,45,1,1275,3,FALSE
2014,19,1,2,1,male (1),7,1,1,1,0,0,-1,Never married (5),2,55,1,1276,3,FALSE
2014,9,3,3,1,male (1),7,1,1,1,0,0,-1,Never married (5),2,NA,6,1277,1,FALSE
2014,19,4,8,2,female (2),-1,1,1,1,0,0,-1,Never married (5),2,NA,4,1278,1,TRUE
2014,1,1,0,3,female (2),7,0,0,0,3,0,-1,Separated (4),0,NA,7,1279,1,TRUE
2014,2,2,8,1,female (2),7,0,8,0,0,0,-1,Never married (5),1,12,2,1280,1,TRUE
2014,18,2,0,1,male (1),0,0,0,1,2,2,48,Married (1),2,40,1,1281,1,FALSE
2014,17,4,9,1,female (2),7,1,1,1,1,0,-1,Separated (4),2,40,1,1282,3,TRUE
2014,10,1,0,1,female (2),7,0,1,1,0,0,-1,Widowed (2),2,NA,5,1283,3,TRUE
2014,16,3,8,3,female (2),7,0,0,1,2,0,-1,Separated (4),2,40,1,1284,1,TRUE
2014,98,3,9,2,male (1),7,0,8,0,2,0,-1,Separated (4),2,NA,4,1285,2,FALSE
2014,18,4,9,1,female (2),-1,3,1,1,2,0,-1,Divorced (3),2,NA,4,1286,3,TRUE
2014,23,3,8,1,female (2),0,0,4,1,4,0,-1,Married (1),2,89,1,1287,1,TRUE
2014,13,1,0,3,female (2),7,1,1,1,1,0,-1,Separated (4),2,40,1,1288,3,TRUE
2014,18,3,3,1,female (2),1,8,8,1,4,2,-1,Married (1),2,NA,7,1289,1,TRUE
2014,21,3,3,1,male (1),3,0,1,4,2,2,-1,Married (1),2,NA,5,1290,1,FALSE
2014,21,1,0,1,male (1),0,0,0,0,2,2,40,Married (1),2,NA,4,1291,3,FALSE
2014,21,4,8,1,female (2),2,7,1,1,0,2,60,Married (1),2,NA,6,1292,3,TRUE
2014,9,1,0,3,male (1),7,1,3,3,2,0,-1,Divorced (3),1,30,2,1293,2,FALSE
2014,24,3,8,1,male (1),1,8,8,1,5,0,-1,Married (1),2,40,1,1294,3,FALSE
2014,98,1,0,3,female (2),-1,0,0,0,2,0,-1,Never married (5),2,NA,7,1295,2,TRUE
2014,19,3,9,1,female (2),3,1,1,1,3,1,-1,Married (1),1,NA,5,1296,2,TRUE
2014,25,3,4,1,male (1),4,1,1,4,3,2,60,Married (1),2,50,1,1297,1,FALSE
2014,20,3,4,1,male (1),7,1,0,1,4,0,-1,Divorced (3),2,NA,5,1298,1,FALSE
2014,20,4,8,1,female (2),1,1,1,3,0,2,40,Married (1),2,40,1,1299,2,TRUE
2014,20,3,8,1,female (2),4,2,7,4,0,2,-1,Married (1),2,NA,6,1300,1,TRUE
2014,23,5,5,1,male (1),3,1,0,3,4,2,32,Married (1),2,NA,5,1301,1,FALSE
2014,23,3,3,1,male (1),3,3,3,3,1,2,40,Married (1),2,70,1,1302,2,FALSE
2014,23,3,3,1,male (1),7,3,3,3,0,0,-1,Never married (5),2,60,1,1303,2,FALSE
2014,25,4,4,1,male (1),1,1,1,3,0,2,-1,Married (1),2,NA,5,1304,1,FALSE
2014,98,2,8,1,female (2),7,0,7,0,1,0,-1,Divorced (3),2,NA,5,1305,2,TRUE
2014,20,2,3,1,female (2),3,1,1,1,1,2,40,Married (1),1,35,1,1306,2,TRUE
2014,5,4,3,3,female (2),7,3,3,4,0,0,-1,Never married (5),2,NA,6,1307,3,TRUE
2014,21,3,3,1,male (1),7,3,3,1,0,0,-1,Never married (5),2,NA,6,1308,3,FALSE
2014,23,4,3,1,female (2),3,1,1,4,1,2,40,Married (1),2,40,1,1309,2,TRUE
2014,20,4,3,1,female (2),1,3,1,1,0,2,50,Married (1),2,20,2,1310,3,TRUE
2014,18,3,3,1,male (1),7,2,3,3,0,0,-1,Never married (5),2,40,1,1311,2,FALSE
2014,18,3,3,1,female (2),-1,1,1,4,0,0,-1,Never married (5),2,40,1,1312,3,TRUE
2014,19,1,0,3,male (1),7,3,3,3,0,0,-1,Never married (5),2,45,1,1313,1,FALSE
2014,24,2,3,1,male (1),1,1,1,2,2,2,45,Married (1),2,45,1,1314,2,FALSE
2014,26,3,3,1,female (2),4,1,1,3,3,2,40,Married (1),2,40,1,1315,3,TRUE
2014,25,4,3,1,male (1),3,3,1,3,3,2,-1,Married (1),2,15,2,1316,3,FALSE
2014,17,4,3,1,female (2),-1,1,4,2,0,0,-1,Never married (5),2,40,1,1317,1,TRUE
2014,25,4,3,1,female (2),4,1,4,3,2,2,84,Married (1),2,32,2,1318,3,TRUE
2014,22,3,3,1,female (2),7,1,1,3,0,0,-1,Never married (5),2,55,1,1319,1,TRUE
2014,26,3,3,1,male (1),9,1,4,4,9,9,99,NA,9,99,9,1320,1,FALSE
2014,25,3,3,1,male (1),1,1,1,1,3,2,20,Married (1),2,NA,3,1321,3,FALSE
2014,23,2,3,1,female (2),3,1,0,3,1,1,30,Married (1),2,NA,8,1322,3,TRUE
2014,25,4,3,1,male (1),4,3,3,4,2,2,8,Married (1),2,50,1,1323,3,FALSE
2014,98,3,3,2,female (2),7,1,1,1,0,0,-1,Divorced (3),2,NA,5,1324,1,TRUE
2014,3,2,3,1,male (1),1,1,0,1,2,2,6,Married (1),2,4,2,1325,2,FALSE
2014,21,2,9,1,male (1),7,1,0,4,1,0,-1,Divorced (3),2,40,1,1326,2,FALSE
2014,98,3,3,1,female (2),7,1,1,3,2,0,-1,Widowed (2),2,NA,3,1327,1,TRUE
2014,22,2,3,1,female (2),1,0,7,3,3,2,60,Married (1),2,50,1,1328,2,TRUE
2014,23,3,3,1,male (1),3,1,3,4,2,2,32,Married (1),2,55,1,1329,1,FALSE
2014,98,1,9,3,female (2),0,0,7,0,5,2,-1,Married (1),2,NA,7,1330,3,TRUE
2014,19,3,8,1,male (1),-1,1,1,1,1,0,-1,Never married (5),2,55,1,1331,2,FALSE
2014,19,4,8,1,male (1),1,2,4,1,2,2,-1,Married (1),2,60,1,1332,1,FALSE
2014,98,3,8,1,male (1),7,8,1,1,0,0,-1,Never married (5),2,NA,4,1333,2,FALSE
2014,19,3,8,1,male (1),7,3,7,1,0,0,-1,Never married (5),2,30,2,1334,1,FALSE
2014,1,4,5,1,female (2),4,1,4,1,0,2,55,Married (1),2,NA,4,1335,3,TRUE
2014,16,8,0,3,male (1),7,8,7,1,1,0,-1,Divorced (3),2,48,1,1336,2,FALSE
2014,16,2,8,1,male (1),7,1,7,1,0,0,-1,Never married (5),2,45,1,1337,3,FALSE
2014,19,3,6,1,female (2),-1,7,3,3,0,0,-1,Never married (5),2,40,1,1338,1,TRUE
2014,13,4,8,1,female (2),7,4,3,4,0,0,-1,Never married (5),2,50,1,1339,2,TRUE
2014,18,3,8,1,male (1),1,1,1,1,6,2,40,Married (1),2,NA,7,1340,1,FALSE
2014,17,2,8,1,male (1),3,1,7,1,0,2,50,Married (1),2,45,1,1341,2,FALSE
2014,8,3,8,1,female (2),7,1,1,2,2,0,-1,Separated (4),2,NA,8,1342,3,TRUE
2014,19,3,8,1,female (2),7,1,4,3,7,0,-1,Widowed (2),2,NA,5,1343,2,TRUE
2014,23,3,8,1,female (2),1,1,2,1,2,2,-1,Married (1),2,60,1,1344,2,TRUE
2014,25,3,8,1,female (2),4,2,1,3,3,2,50,Married (1),2,60,1,1345,2,TRUE
2014,22,4,8,1,male (1),2,4,4,3,2,2,-1,Married (1),2,60,1,1346,1,FALSE
2014,22,4,7,1,female (2),3,1,4,1,6,2,65,Married (1),2,60,1,1347,2,TRUE
2014,23,4,8,1,male (1),2,1,3,1,3,2,35,Married (1),2,45,1,1348,1,FALSE
2014,25,4,8,1,female (2),3,3,4,3,2,1,40,Married (1),2,NA,7,1349,3,TRUE
2014,25,3,0,1,female (2),3,1,3,3,1,2,50,Married (1),2,40,1,1350,1,TRUE
2014,15,2,8,1,male (1),1,1,1,1,4,2,-1,Married (1),2,NA,5,1351,2,FALSE
2014,13,2,3,1,female (2),1,0,0,1,1,2,-1,Married (1),2,NA,5,1352,3,TRUE
2014,25,2,6,1,female (2),3,1,1,1,2,2,40,Married (1),2,30,1,1353,2,TRUE
2014,21,4,3,1,male (1),1,1,1,1,2,2,40,Married (1),2,70,1,1354,3,FALSE
2014,1,2,6,1,female (2),-1,1,1,0,1,0,-1,Never married (5),2,NA,6,1355,2,TRUE
2014,19,4,4,1,female (2),7,1,1,3,1,0,-1,Divorced (3),2,40,1,1356,2,TRUE
2014,20,3,6,1,female (2),2,1,1,1,1,2,40,Married (1),2,55,1,1357,3,TRUE
2014,12,3,6,1,female (2),7,0,0,1,3,0,-1,Divorced (3),2,NA,5,1358,1,TRUE
2014,18,3,6,1,female (2),1,1,1,3,1,2,37,Married (1),2,40,1,1359,2,TRUE
2014,16,4,6,1,male (1),7,1,1,1,4,0,-1,Divorced (3),2,20,2,1360,2,FALSE
2014,20,3,6,1,female (2),7,1,7,0,2,0,-1,Divorced (3),2,NA,4,1361,2,TRUE
2014,20,4,6,1,male (1),-1,1,1,0,1,0,-1,Divorced (3),2,70,1,1362,3,FALSE
2014,20,3,7,1,female (2),0,1,1,1,3,2,15,Married (1),2,NA,7,1363,2,TRUE
2014,26,1,6,2,male (1),1,1,0,1,5,1,12,Married (1),1,12,2,1364,1,FALSE
2014,17,3,6,1,male (1),7,1,1,1,1,0,-1,Divorced (3),2,70,1,1365,3,FALSE
2014,10,1,0,3,male (1),7,0,0,0,0,0,-1,Separated (4),2,35,1,1366,2,FALSE
2014,11,5,6,1,female (2),7,1,7,1,0,0,-1,Divorced (3),1,30,1,1367,3,TRUE
2014,1,1,6,1,male (1),7,0,7,1,1,0,-1,Widowed (2),2,NA,5,1368,3,FALSE
2014,1,2,5,1,female (2),7,0,7,0,4,0,-1,Never married (5),0,NA,8,1369,3,TRUE
2014,15,3,6,1,female (2),7,1,1,1,1,0,-1,Divorced (3),2,NA,5,1370,1,TRUE
2014,21,3,5,1,female (2),7,4,4,4,1,0,-1,Divorced (3),2,45,1,1371,1,TRUE
2014,9,3,6,1,female (2),-1,1,1,1,0,0,-1,Never married (5),2,NA,7,1372,1,TRUE
2014,19,4,6,1,female (2),4,1,3,3,1,2,-1,Married (1),2,40,1,1373,2,TRUE
2014,8,3,6,1,male (1),7,1,4,3,0,0,-1,Never married (5),2,50,2,1374,2,FALSE
2014,19,3,6,1,female (2),7,4,3,3,0,0,-1,Never married (5),2,40,1,1375,2,TRUE
2014,20,1,6,1,female (2),-1,0,0,1,4,0,-1,Widowed (2),2,28,2,1376,2,TRUE
2014,14,4,0,1,male (1),3,1,3,1,3,2,32,Married (1),1,10,2,1377,3,FALSE
2014,21,3,1,1,female (2),4,1,1,1,0,2,84,Married (1),2,30,1,1378,3,TRUE
2014,19,3,1,1,male (1),0,1,1,0,1,2,40,Married (1),2,40,1,1379,3,FALSE
2014,25,3,1,1,male (1),1,3,3,4,2,2,24,Married (1),2,NA,8,1380,3,FALSE
2014,98,2,1,1,female (2),7,1,1,1,0,0,-1,Never married (5),2,32,1,1381,3,TRUE
2014,26,3,1,1,female (2),1,1,1,1,2,1,55,Married (1),1,40,1,1382,1,TRUE
2014,25,3,1,1,female (2),1,1,1,3,0,2,50,Married (1),2,40,1,1383,1,TRUE
2014,24,4,1,1,male (1),4,1,3,1,0,2,43,Married (1),2,NA,5,1384,2,FALSE
2014,24,5,1,1,male (1),7,1,0,2,0,0,-1,Never married (5),2,20,2,1385,1,FALSE
2014,21,4,1,1,male (1),7,1,7,1,2,0,-1,Divorced (3),2,62,1,1386,3,FALSE
2014,16,3,1,1,male (1),7,0,0,0,0,0,-1,Divorced (3),2,45,1,1387,3,FALSE
2014,26,4,1,1,female (2),7,1,1,1,1,0,-1,Divorced (3),2,NA,8,1388,2,TRUE
2014,8,2,1,1,female (2),7,1,7,0,2,0,-1,Separated (4),2,NA,5,1389,2,TRUE
2014,1,2,1,1,male (1),7,0,1,1,0,0,-1,Never married (5),2,NA,8,1390,1,FALSE
2014,6,3,1,1,male (1),7,0,2,2,1,0,-1,Never married (5),2,NA,8,1391,3,FALSE
2014,13,3,1,1,male (1),3,1,1,4,0,2,7,Married (1),2,25,2,1392,3,FALSE
2014,21,4,1,1,male (1),7,1,7,2,2,0,-1,Divorced (3),1,25,1,1393,1,FALSE
2014,16,3,1,1,female (2),7,0,0,0,4,0,-1,Widowed (2),2,35,1,1394,1,TRUE
2014,21,3,1,2,female (2),7,0,0,1,2,0,-1,Never married (5),2,NA,5,1395,3,TRUE
2014,20,3,1,1,male (1),3,1,1,4,2,2,15,Married (1),2,40,1,1396,3,FALSE
2014,18,2,1,1,male (1),1,3,4,1,2,0,-1,Married (1),2,38,1,1397,3,FALSE
2014,22,4,2,1,male (1),7,4,4,4,2,0,-1,Divorced (3),2,NA,3,1398,3,FALSE
2014,23,3,2,1,male (1),4,1,1,4,1,2,40,Married (1),2,NA,5,1399,3,FALSE
2014,22,2,1,1,male (1),7,1,7,2,0,0,-1,Never married (5),2,NA,5,1400,3,FALSE
2014,11,3,1,1,female (2),7,0,8,1,0,0,-1,Divorced (3),2,NA,7,1401,2,TRUE
2014,14,1,1,1,male (1),7,1,7,1,0,0,-1,Never married (5),2,NA,8,1402,3,FALSE
2014,10,1,1,1,male (1),7,4,4,1,0,0,-1,Never married (5),2,NA,5,1403,2,FALSE
2014,18,4,5,1,male (1),7,1,8,1,2,0,-1,Divorced (3),2,NA,4,1404,1,FALSE
2014,20,3,1,1,female (2),4,3,4,4,2,2,40,Married (1),1,30,2,1405,1,TRUE
2014,25,1,2,1,female (2),4,3,1,4,2,2,-1,Married (1),2,NA,3,1406,1,TRUE
2014,16,2,2,1,female (2),-1,0,0,2,0,0,-1,Divorced (3),2,NA,5,1407,2,TRUE
2014,26,3,2,1,male (1),7,1,0,1,2,0,-1,Separated (4),2,NA,5,1408,2,FALSE
2014,8,3,2,1,female (2),7,8,8,1,1,0,-1,Divorced (3),2,NA,8,1409,3,TRUE
2014,17,3,2,1,male (1),7,3,3,3,0,0,-1,Never married (5),2,40,1,1410,2,FALSE
2014,16,4,2,1,male (1),7,3,4,3,0,0,-1,Never married (5),2,37,1,1411,2,FALSE
2014,18,3,2,1,female (2),7,1,1,2,1,0,-1,Divorced (3),2,39,1,1412,3,TRUE
2014,9,2,2,1,female (2),0,1,8,1,3,2,-1,Married (1),2,29,2,1413,2,TRUE
2014,17,4,2,1,male (1),4,4,4,3,2,2,45,Married (1),2,NA,7,1414,1,FALSE
2014,9,3,2,1,male (1),7,0,1,1,3,0,-1,Divorced (3),2,40,1,1415,3,FALSE
2014,10,2,0,3,male (1),7,0,0,0,0,0,-1,Never married (5),2,30,2,1416,1,FALSE
2014,18,3,2,1,male (1),7,4,4,2,2,0,-1,Never married (5),2,NA,8,1417,3,FALSE
2014,18,3,2,1,male (1),3,4,4,3,0,2,40,Married (1),2,40,1,1418,3,FALSE
2014,22,4,2,1,male (1),3,4,4,4,1,2,15,Married (1),2,40,1,1419,2,FALSE
2014,16,2,0,3,male (1),7,4,4,4,0,0,-1,Never married (5),0,NA,6,1420,3,FALSE
2014,2,2,2,2,female (2),7,8,1,2,2,0,-1,Never married (5),2,25,2,1421,3,TRUE
2014,19,3,9,1,female (2),-1,2,7,3,0,0,-1,Never married (5),2,32,2,1422,1,TRUE
2014,2,3,2,1,female (2),1,1,1,1,0,2,40,Married (1),2,10,2,1423,3,TRUE
2014,26,3,2,1,male (1),7,1,2,4,3,0,-1,Widowed (2),2,NA,5,1424,2,FALSE
2014,24,3,2,1,female (2),1,1,1,1,2,2,30,Married (1),2,NA,7,1425,1,TRUE
2014,16,3,2,1,female (2),7,1,1,3,0,0,-1,Never married (5),2,39,1,1426,1,TRUE
2014,21,4,0,1,female (2),7,1,1,1,2,0,-1,Widowed (2),2,NA,5,1427,1,TRUE
2014,25,4,0,3,female (2),7,0,7,1,1,0,-1,Widowed (2),1,NA,5,1428,3,TRUE
2014,19,4,2,1,female (2),7,1,3,3,1,0,-1,Divorced (3),2,50,1,1429,3,TRUE
2014,19,3,0,3,female (2),3,1,1,3,0,2,55,Married (1),2,20,1,1430,2,TRUE
2014,23,3,2,1,male (1),4,1,4,4,0,2,30,Married (1),1,50,1,1431,1,FALSE
2014,16,2,3,1,female (2),7,1,1,4,0,0,-1,Never married (5),0,NA,5,1432,1,TRUE
2014,10,3,2,3,female (2),7,1,0,1,1,0,-1,Divorced (3),2,NA,5,1433,1,TRUE
2014,11,2,2,1,male (1),1,0,0,1,0,0,-1,Married (1),2,NA,8,1434,3,FALSE
2014,19,2,2,1,female (2),7,1,1,3,1,0,-1,Divorced (3),2,NA,5,1435,1,TRUE
2014,19,2,2,1,female (2),-1,1,1,1,2,0,-1,Divorced (3),2,NA,7,1436,3,TRUE
2014,20,3,9,1,female (2),-1,1,7,1,4,0,-1,Never married (5),2,38,1,1437,2,TRUE
2014,26,1,2,3,female (2),7,7,7,1,6,0,-1,Widowed (2),2,NA,5,1438,3,TRUE
2014,11,2,2,3,female (2),7,0,0,1,2,0,-1,Widowed (2),2,NA,5,1439,1,TRUE
2014,20,2,2,1,male (1),2,2,7,1,1,2,35,Married (1),2,40,1,1440,2,FALSE
2014,10,2,2,1,male (1),7,7,8,0,1,0,-1,Never married (5),2,NA,5,1441,1,FALSE
2014,98,2,2,2,male (1),7,1,1,1,0,0,-1,Never married (5),2,30,2,1442,2,FALSE
2014,19,4,2,1,female (2),-1,7,1,1,2,0,-1,Never married (5),2,65,1,1443,1,TRUE
2014,11,3,2,1,female (2),7,0,8,0,4,0,-1,Widowed (2),2,NA,5,1444,2,TRUE
2014,3,4,2,1,female (2),0,8,0,0,3,2,15,Married (1),2,NA,5,1445,3,TRUE
2014,14,3,2,1,male (1),0,8,0,0,2,2,40,Married (1),2,NA,8,1446,2,FALSE
2014,20,2,2,1,female (2),7,1,0,0,0,0,-1,Never married (5),2,35,1,1447,2,TRUE
2014,8,3,2,2,female (2),-1,1,7,1,0,0,-1,Never married (5),2,20,2,1448,3,TRUE
2014,18,3,2,1,male (1),-1,0,1,0,2,0,-1,Never married (5),2,NA,3,1449,2,FALSE
2014,19,3,2,1,female (2),7,1,1,1,3,0,-1,Widowed (2),2,NA,5,1450,3,TRUE
2014,26,4,2,1,female (2),7,4,1,3,0,0,-1,Divorced (3),2,NA,7,1451,3,TRUE
2014,15,4,2,1,male (1),7,1,1,4,0,0,-1,Never married (5),2,40,2,1452,3,FALSE
2014,19,5,2,1,female (2),7,1,1,4,1,0,-1,Separated (4),2,50,1,1453,3,TRUE
2014,26,4,2,1,male (1),3,3,3,3,2,2,30,Married (1),2,45,1,1454,2,FALSE
2014,26,4,0,1,male (1),4,1,3,4,3,2,45,Married (1),2,45,1,1455,2,FALSE
2014,98,3,2,1,male (1),1,1,1,1,2,2,25,Married (1),2,8,2,1456,3,FALSE
2014,20,3,2,1,male (1),1,1,1,1,2,2,-1,Married (1),2,40,1,1457,2,FALSE
2014,17,2,5,1,male (1),1,0,0,1,3,0,-1,Married (1),2,NA,5,1458,1,FALSE
2014,16,3,2,1,male (1),7,1,1,2,0,0,-1,Never married (5),2,16,2,1459,2,FALSE
2014,22,2,2,1,female (2),4,1,0,4,1,2,60,Married (1),2,NA,3,1460,2,TRUE
2014,10,3,2,1,male (1),-1,1,1,1,3,0,-1,Never married (5),2,40,1,1461,3,FALSE
2014,26,1,2,1,female (2),7,7,7,0,3,0,-1,Widowed (2),2,NA,5,1462,2,TRUE
2014,20,1,2,1,female (2),1,1,1,2,2,1,40,Married (1),2,48,2,1463,1,TRUE
2014,12,3,0,3,male (1),7,0,0,1,1,0,-1,Divorced (3),2,40,1,1464,2,FALSE
2014,14,3,2,2,female (2),-1,0,7,1,2,0,-1,Widowed (2),2,70,1,1465,1,TRUE
2014,8,2,0,3,female (2),7,8,8,0,4,0,-1,Divorced (3),2,NA,5,1466,1,TRUE
2014,8,3,2,1,male (1),7,1,1,1,0,0,-1,Never married (5),2,NA,4,1467,2,FALSE
2014,9,3,2,1,female (2),7,1,0,3,0,0,-1,Never married (5),2,NA,8,1468,2,TRUE
2014,19,3,2,1,female (2),4,0,0,1,2,2,-1,Married (1),2,NA,5,1469,3,TRUE
2014,23,4,5,3,male (1),3,1,3,3,1,2,45,Married (1),2,NA,8,1470,3,FALSE
2014,22,3,2,1,male (1),1,1,1,1,0,2,40,Married (1),2,40,1,1471,1,FALSE
2014,25,4,0,1,male (1),3,1,8,3,3,2,65,Married (1),2,40,1,1472,3,FALSE
2014,25,3,2,1,male (1),7,1,0,0,1,0,-1,Never married (5),0,NA,6,1473,1,FALSE
2014,12,2,2,1,male (1),0,0,1,0,3,2,-1,Married (1),2,NA,5,1474,3,FALSE
2014,14,3,2,1,female (2),7,1,1,1,0,0,-1,Never married (5),2,20,2,1475,2,TRUE
2014,22,1,2,1,female (2),3,0,0,1,2,1,-1,Married (1),1,50,1,1476,1,TRUE
2014,21,4,2,1,female (2),3,1,1,3,3,2,40,Married (1),2,18,2,1477,1,TRUE
2014,19,4,2,1,male (1),-1,1,1,1,6,0,-1,Divorced (3),2,45,1,1478,1,FALSE
2014,15,2,2,1,male (1),7,2,7,3,0,0,-1,Never married (5),2,40,1,1479,1,FALSE
2014,13,3,2,1,female (2),7,3,4,1,0,0,-1,Never married (5),2,30,2,1480,3,TRUE
2014,8,1,2,1,female (2),7,0,7,1,0,0,-1,Never married (5),1,NA,8,1481,1,TRUE
2014,16,3,2,1,female (2),7,3,7,1,2,0,-1,Divorced (3),2,NA,5,1482,1,TRUE
2014,19,2,2,1,male (1),1,7,0,1,3,2,-1,Married (1),2,45,1,1483,3,FALSE
2014,25,3,5,1,male (1),3,3,7,3,2,2,40,Married (1),2,40,1,1484,3,FALSE
2014,22,3,5,1,female (2),0,3,1,1,3,2,40,Married (1),2,NA,8,1485,3,TRUE
2014,20,3,5,1,male (1),7,1,2,1,1,0,-1,Divorced (3),2,60,1,1486,2,FALSE
2014,25,3,3,1,female (2),3,1,8,1,3,2,60,Married (1),2,NA,7,1487,2,TRUE
2014,17,3,3,1,male (1),7,0,0,1,5,0,-1,Widowed (2),2,NA,5,1488,2,FALSE
2014,11,3,5,2,female (2),-1,0,7,0,4,0,-1,Never married (5),2,27,1,1489,1,TRUE
2014,18,3,5,1,male (1),7,2,7,1,2,0,-1,Divorced (3),2,NA,4,1490,2,FALSE
2014,98,8,5,1,male (1),1,0,0,1,4,2,60,Married (1),2,NA,5,1491,3,FALSE
2014,21,4,5,1,male (1),-1,1,1,1,0,0,-1,Never married (5),2,40,1,1492,3,FALSE
2014,8,3,5,1,female (2),7,1,0,3,2,0,-1,Divorced (3),2,26,2,1493,3,TRUE
2014,14,1,2,1,male (1),0,0,0,0,2,2,-1,Married (1),2,38,1,1494,2,FALSE
2014,21,2,5,2,male (1),-1,0,7,1,1,0,-1,Divorced (3),2,24,1,1495,2,FALSE
2014,16,3,5,1,female (2),1,0,0,2,1,2,-1,Married (1),2,NA,5,1496,1,TRUE
2014,23,3,0,1,female (2),-1,2,3,4,0,0,-1,Never married (5),1,30,1,1497,2,TRUE
2014,20,3,5,1,female (2),1,1,1,2,2,2,37,Married (1),2,37,1,1498,2,TRUE
2014,18,4,5,1,male (1),7,1,7,0,0,0,-1,Never married (5),1,20,2,1499,2,FALSE
2014,20,3,5,1,male (1),2,0,0,0,2,2,-1,Married (1),2,29,2,1500,2,FALSE
2014,24,3,5,1,female (2),3,1,1,4,3,2,40,Married (1),2,37,1,1501,2,TRUE
2014,16,3,2,1,male (1),1,1,3,1,1,2,-1,Married (1),2,38,1,1502,3,FALSE
2014,4,3,5,1,female (2),-1,1,1,1,2,0,-1,Divorced (3),2,30,1,1503,3,TRUE
2014,5,3,5,1,male (1),7,1,0,0,5,0,-1,Divorced (3),2,NA,8,1504,1,FALSE
2014,15,2,5,1,male (1),7,8,8,1,2,0,-1,Divorced (3),2,30,2,1505,3,FALSE
2014,22,4,2,1,female (2),-1,1,8,1,0,0,-1,Never married (5),2,30,1,1506,2,TRUE
2014,25,2,5,1,female (2),3,1,1,1,2,2,50,Married (1),2,25,2,1507,3,TRUE
2014,20,2,3,1,female (2),7,1,1,4,2,0,-1,Divorced (3),2,40,1,1508,3,TRUE
2014,12,4,5,1,female (2),-1,0,0,1,0,0,-1,Never married (5),2,30,2,1509,3,TRUE
2014,18,3,0,1,female (2),1,8,1,0,4,2,28,Married (1),2,10,2,1510,2,TRUE
2014,26,5,5,1,male (1),1,1,0,1,2,2,-1,Married (1),2,NA,5,1511,3,FALSE
2014,22,3,5,1,male (1),1,1,7,1,2,2,40,Married (1),2,60,1,1512,1,FALSE
2014,15,3,5,1,male (1),1,8,8,1,5,0,-1,Married (1),2,12,2,1513,2,FALSE
2014,21,3,5,1,male (1),2,4,3,3,1,2,24,Married (1),2,60,1,1514,1,FALSE
2014,17,2,5,1,female (2),0,0,1,1,3,2,-1,Married (1),2,30,2,1515,1,TRUE
2014,22,3,5,1,female (2),3,2,1,3,1,2,40,Married (1),2,40,1,1516,1,TRUE
2014,20,1,5,2,male (1),7,4,7,1,0,0,-1,Never married (5),2,39,2,1517,1,FALSE
2014,12,3,5,1,female (2),7,0,0,1,6,0,-1,Widowed (2),2,NA,7,1518,2,TRUE
2014,22,2,5,1,female (2),3,3,7,3,7,2,40,Married (1),2,40,1,1519,3,TRUE
2014,12,2,5,2,female (2),7,0,7,0,2,0,-1,Never married (5),2,30,1,1520,1,TRUE
2014,26,3,5,1,male (1),7,0,1,1,2,0,-1,Divorced (3),0,NA,5,1521,2,FALSE
2014,10,4,2,1,female (2),7,1,3,3,4,0,-1,Widowed (2),2,NA,5,1522,2,TRUE
2014,18,3,5,1,male (1),7,1,7,1,0,0,-1,Never married (5),2,30,2,1523,2,FALSE
2014,19,3,5,1,female (2),-1,0,1,1,4,0,-1,Divorced (3),2,NA,7,1524,3,TRUE
2014,26,3,5,1,female (2),7,2,7,1,0,0,-1,Never married (5),2,NA,6,1525,2,TRUE
2014,14,3,5,1,male (1),2,1,1,1,0,0,99,Married (1),2,40,1,1526,2,FALSE
2014,26,3,5,1,female (2),1,1,3,1,4,2,40,Married (1),2,45,1,1527,2,TRUE
2014,12,2,5,1,male (1),7,1,7,1,0,0,-1,Never married (5),2,38,1,1528,2,FALSE
2014,19,2,5,1,female (2),3,0,0,1,3,1,-1,Married (1),1,NA,5,1529,2,TRUE
2014,14,3,3,1,female (2),7,1,0,3,3,0,-1,Divorced (3),2,NA,5,1530,1,TRUE
2014,18,4,2,1,male (1),3,3,4,3,0,1,40,Married (1),1,45,1,1531,2,FALSE
2014,26,4,5,1,female (2),7,4,4,1,0,0,-1,Never married (5),0,NA,6,1532,3,TRUE
2014,98,4,2,1,male (1),7,3,3,3,0,0,-1,Never married (5),2,NA,6,1533,1,FALSE
2014,20,2,1,1,female (2),7,1,0,3,4,0,-1,Widowed (2),1,NA,5,1534,1,TRUE
2014,98,5,0,2,male (1),4,4,4,4,0,2,10,Married (1),2,NA,6,1535,2,FALSE
2014,13,2,0,3,female (2),7,1,1,1,1,0,-1,Widowed (2),2,20,2,1536,1,TRUE
2014,26,2,5,1,male (1),3,2,7,3,2,2,40,Married (1),2,40,1,1537,1,FALSE
2014,17,1,5,1,female (2),1,0,0,1,1,2,-1,Married (1),2,48,1,1538,1,TRUE
2014,11,2,5,1,male (1),7,1,0,1,2,0,-1,Divorced (3),2,NA,5,1539,1,FALSE
2014,14,5,6,1,male (1),1,0,7,1,3,2,40,Married (1),2,NA,8,1540,3,FALSE
