id,mfr,mfrDivision,carLine,carClass,carClassStr,cityFE,hwyFE,combFE,guzzlerStr,fuelStr,fuelStr2,fuelCost,displ,transStr,transStr2,gears,cyl,airAsp,driveStr,driveStr2,driveStr3,driveFct3
21234,Porsche,Porsche,911 Targa 4 GTS,2,Minicompact Cars,18,26,21,,GPR,Gasoline (Premium Unleaded Required),2000,3,Manual(M7),M,7,6,Turbocharged,4,4-Wheel Drive,FWD,FWD
19858,Porsche,Porsche,911 Targa 4S,2,Minicompact Cars,21,27,24,,GPR,Gasoline (Premium Unleaded Required),1750,3,Auto(AM-S7),AMS,7,6,Turbocharged,4,4-Wheel Drive,FWD,FWD
19774,Porsche,Porsche,911 Targa 4S,2,Minicompact Cars,19,28,22,,GPR,Gasoline (Premium Unleaded Required),1900,3,Manual(M7),M,7,6,Turbocharged,4,4-Wheel Drive,FWD,FWD
19742,Porsche,Porsche,911 Turbo,2,Minicompact Cars,19,24,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.8,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19728,Porsche,Porsche,911 Turbo Cabriolet,2,Minicompact Cars,19,24,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.8,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19743,Porsche,Porsche,911 Turbo S,2,Minicompact Cars,19,24,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.8,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19729,Porsche,Porsche,911 Turbo S Cabriolet,2,Minicompact Cars,19,24,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.8,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19972,Porsche,Porsche,Boxster,1,Two Seaters,22,29,25,,GPR,Gasoline (Premium Unleaded Required),1700,2,Auto(AM-S7),AMS,7,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19971,Porsche,Porsche,Boxster,1,Two Seaters,21,28,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19970,Porsche,Porsche,Boxster S,1,Two Seaters,21,28,24,,GPR,Gasoline (Premium Unleaded Required),1750,2.5,Auto(AM-S7),AMS,7,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19969,Porsche,Porsche,Boxster S,1,Two Seaters,20,26,22,,GPR,Gasoline (Premium Unleaded Required),1900,2.5,Manual(M6),M,6,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20057,Porsche,Porsche,Cayenne,33,Standard SUV 4WD,18,24,20,,GP,Gasoline (Premium Unleaded Recommended),2100,3.6,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19706,Porsche,Porsche,Cayenne GTS,33,Standard SUV 4WD,16,23,19,,GPR,Gasoline (Premium Unleaded Required),2200,3.6,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20062,Porsche,Porsche,Cayenne Platinum,33,Standard SUV 4WD,17,23,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3.6,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19700,Porsche,Porsche,Cayenne S,33,Standard SUV 4WD,17,24,20,,GPR,Gasoline (Premium Unleaded Required),2100,3.6,Auto(S8),SA,8,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19996,Porsche,Porsche,Cayenne Turbo,33,Standard SUV 4WD,14,21,17,,GPR,Gasoline (Premium Unleaded Required),2450,4.8,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
19995,Porsche,Porsche,Cayenne Turbo S,33,Standard SUV 4WD,14,21,17,,GPR,Gasoline (Premium Unleaded Required),2450,4.8,Auto(S8),SA,8,8,Turbocharged,A,All Wheel Drive,AWD,AWD
20470,Porsche,Porsche,Macan,31,Small SUV 4WD,20,25,22,,GPR,Gasoline (Premium Unleaded Required),1900,2,Auto(AM-S7),AMS,7,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19698,Porsche,Porsche,Macan GTS,31,Small SUV 4WD,17,23,19,,GPR,Gasoline (Premium Unleaded Required),2200,3,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19697,Porsche,Porsche,Macan S,31,Small SUV 4WD,17,23,19,,GPR,Gasoline (Premium Unleaded Required),2200,3,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
19725,Porsche,Porsche,Macan Turbo,31,Small SUV 4WD,17,23,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3.6,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
21299,Porsche,Porsche,Macan Turbo Kit,31,Small SUV 4WD,17,23,19,,GP,Gasoline (Premium Unleaded Recommended),2200,3.6,Auto(AM-S7),AMS,7,6,Turbocharged,A,All Wheel Drive,AWD,AWD
20829,Rolls-Royce Motor Cars Limited,Rolls-Royce,Dawn,4,Compact Cars,12,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.6,Auto(S8),SA,8,12,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20828,Rolls-Royce Motor Cars Limited,Rolls-Royce,Ghost,6,Large Cars,12,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.6,Auto(S8),SA,8,12,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20830,Rolls-Royce Motor Cars Limited,Rolls-Royce,Ghost EWB,6,Large Cars,12,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.6,Auto(S8),SA,8,12,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19808,Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom,6,Large Cars,11,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.7,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19809,Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom Coupe,4,Compact Cars,11,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.7,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19810,Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom Drophead Coupe,4,Compact Cars,11,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.7,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19811,Rolls-Royce Motor Cars Limited,Rolls-Royce,Phantom EWB,6,Large Cars,11,19,14,G,GP,Gasoline (Premium Unleaded Recommended),3000,6.7,Auto(S8),SA,8,12,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20831,Rolls-Royce Motor Cars Limited,Rolls-Royce,Wraith,5,Midsize Cars,12,19,15,G,GP,Gasoline (Premium Unleaded Recommended),2800,6.6,Auto(S8),SA,8,12,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21402,"Roush Industries, Inc.",Roush,F150 Pickup 2WD,12,Standard Pick-up Trucks 2WD,12,14,13,,GPR,Gasoline (Premium Unleaded Required),3250,5,Auto(S6),SA,6,8,Supercharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21400,"Roush Industries, Inc.",Roush,F150 Pickup 4WD,13,Standard Pick-up Trucks 4WD,12,14,13,,GPR,Gasoline (Premium Unleaded Required),3250,5,Auto(S6),SA,6,8,Supercharged,4,4-Wheel Drive,FWD,FWD
20981,"Roush Industries, Inc.",Roush,Roush Stage 3 Mustang,3,Subcompact Cars,14,22,17,G,GPR,Gasoline (Premium Unleaded Required),2450,5,Auto(S6),SA,6,8,Supercharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20996,"Roush Industries, Inc.",Roush,Roush Stage 3 Mustang,3,Subcompact Cars,13,23,16,G,GPR,Gasoline (Premium Unleaded Required),2600,5,Manual(M6),M,6,8,Supercharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19967,Subaru,Subaru,BRZ,2,Minicompact Cars,24,33,27,,GPR,Gasoline (Premium Unleaded Required),1550,2,Auto(S6),SA,6,4,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21242,Subaru,Subaru,BRZ,2,Minicompact Cars,21,29,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Manual(M6),M,6,4,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20733,Subaru,Subaru,Crosstrek,31,Small SUV 4WD,26,33,29,,G,Gasoline (Regular Unleaded Recommended),1250,2,Auto(AV-S6),SCV,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20732,Subaru,Subaru,Crosstrek,31,Small SUV 4WD,23,30,26,,G,Gasoline (Regular Unleaded Recommended),1400,2,Manual(M5),M,5,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19648,Subaru,Subaru,Forester,31,Small SUV 4WD,23,27,25,,GP,Gasoline (Premium Unleaded Recommended),1700,2,Auto(AV-S8),SCV,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19787,Subaru,Subaru,Forester,31,Small SUV 4WD,26,32,28,,G,Gasoline (Regular Unleaded Recommended),1300,2.5,Auto(AV),CVT,1,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19968,Subaru,Subaru,Forester,31,Small SUV 4WD,22,28,24,,G,Gasoline (Regular Unleaded Recommended),1550,2.5,Manual(M6),M,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21007,Subaru,Subaru,Impreza 4 Door,5,Midsize Cars,28,38,32,,G,Gasoline (Regular Unleaded Recommended),1150,2,Auto(AV-S7),SCV,7,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21005,Subaru,Subaru,Impreza 4 Door,5,Midsize Cars,24,32,27,,G,Gasoline (Regular Unleaded Recommended),1350,2,Manual(M5),M,5,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21008,Subaru,Subaru,Impreza 5 Door,7,Small Station Wagons,28,37,31,,G,Gasoline (Regular Unleaded Recommended),1200,2,Auto(AV-S7),SCV,7,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21006,Subaru,Subaru,Impreza 5 Door,7,Small Station Wagons,24,31,26,,G,Gasoline (Regular Unleaded Recommended),1400,2,Manual(M5),M,5,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21012,Subaru,Subaru,Impreza Sport 4 Door,5,Midsize Cars,27,36,30,,G,Gasoline (Regular Unleaded Recommended),1200,2,Auto(AV-S7),SCV,7,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21011,Subaru,Subaru,Impreza Sport 4 Door,5,Midsize Cars,23,31,26,,G,Gasoline (Regular Unleaded Recommended),1400,2,Manual(M5),M,5,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21010,Subaru,Subaru,Impreza Sport 5 Door,7,Small Station Wagons,27,35,30,,G,Gasoline (Regular Unleaded Recommended),1200,2,Auto(AV-S7),SCV,7,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21036,Subaru,Subaru,Impreza Sport 5 Door,7,Small Station Wagons,22,30,25,,G,Gasoline (Regular Unleaded Recommended),1450,2,Manual(M5),M,5,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19788,Subaru,Subaru,Legacy,5,Midsize Cars,25,34,29,,G,Gasoline (Regular Unleaded Recommended),1250,2.5,Auto(AV-S6),SCV,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19718,Subaru,Subaru,Legacy,5,Midsize Cars,20,28,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.6,Auto(AV-S6),SCV,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19813,Subaru,Subaru,Outback,31,Small SUV 4WD,25,32,28,,G,Gasoline (Regular Unleaded Recommended),1300,2.5,Auto(AV-S6),SCV,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19719,Subaru,Subaru,Outback,31,Small SUV 4WD,20,27,22,,G,Gasoline (Regular Unleaded Recommended),1650,3.6,Auto(AV-S6),SCV,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19495,Subaru,Subaru,WRX,4,Compact Cars,18,24,21,,GP,Gasoline (Premium Unleaded Recommended),2000,2,Auto(AV-S8),SCV,8,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19494,Subaru,Subaru,WRX,4,Compact Cars,20,27,23,,GP,Gasoline (Premium Unleaded Recommended),1850,2,Manual(M6),M,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
19496,Subaru,Subaru,WRX,4,Compact Cars,17,23,19,,GPR,Gasoline (Premium Unleaded Required),2200,2.5,Manual(M6),M,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20866,Toyota,Lexus,CT 200H,4,Compact Cars,43,40,42,,G,Gasoline (Regular Unleaded Recommended),900,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20968,Toyota,Lexus,ES 300H,5,Midsize Cars,40,39,40,,G,Gasoline (Regular Unleaded Recommended),900,2.5,Auto(AV-S6),SCV,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19838,Toyota,Lexus,ES 350,5,Midsize Cars,21,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20716,Toyota,Lexus,GS 200T,5,Midsize Cars,22,32,26,,GPR,Gasoline (Premium Unleaded Required),1600,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20715,Toyota,Lexus,GS 200T F Sport,5,Midsize Cars,21,30,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20802,Toyota,Lexus,GS 350,5,Midsize Cars,20,28,23,,GPR,Gasoline (Premium Unleaded Required),1850,3.5,Auto(S8),SA,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20809,Toyota,Lexus,GS 350 AWD,5,Midsize Cars,19,26,22,,GPR,Gasoline (Premium Unleaded Required),1900,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20808,Toyota,Lexus,GS 350 F Sport,5,Midsize Cars,19,27,22,,GPR,Gasoline (Premium Unleaded Required),1900,3.5,Auto(S8),SA,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20810,Toyota,Lexus,GS 450H,5,Midsize Cars,29,34,31,,GPR,Gasoline (Premium Unleaded Required),1350,3.5,Auto(AV-S8),SCV,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20487,Toyota,Lexus,GS F,4,Compact Cars,16,24,19,,GPR,Gasoline (Premium Unleaded Required),2200,5,Auto(S8),SA,8,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20481,Toyota,Lexus,GX 460,33,Standard SUV 4WD,15,18,16,,GPR,Gasoline (Premium Unleaded Required),2600,4.6,Auto(S6),SA,6,8,Naturally Aspirated,4,4-Wheel Drive,FWD,FWD
20719,Toyota,Lexus,IS 200T,4,Compact Cars,22,32,26,,GPR,Gasoline (Premium Unleaded Required),1600,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20710,Toyota,Lexus,IS 300 AWD,4,Compact Cars,19,26,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20713,Toyota,Lexus,IS 350,4,Compact Cars,19,28,22,,GPR,Gasoline (Premium Unleaded Required),1900,3.5,Auto(S8),SA,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20714,Toyota,Lexus,IS 350 AWD,4,Compact Cars,19,26,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20801,Toyota,Lexus,LS 460,5,Midsize Cars,16,24,19,,GPR,Gasoline (Premium Unleaded Required),2200,4.6,Auto(S8),SA,8,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20805,Toyota,Lexus,LS 460 AWD,5,Midsize Cars,16,23,18,,GPR,Gasoline (Premium Unleaded Required),2350,4.6,Auto(S8),SA,8,8,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20804,Toyota,Lexus,LS 460 L,5,Midsize Cars,16,24,19,,GPR,Gasoline (Premium Unleaded Required),2200,4.6,Auto(S8),SA,8,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20803,Toyota,Lexus,LS 460 L AWD,5,Midsize Cars,16,23,18,,GPR,Gasoline (Premium Unleaded Required),2350,4.6,Auto(S8),SA,8,8,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20501,Toyota,Lexus,LX 570,33,Standard SUV 4WD,13,18,15,,GPR,Gasoline (Premium Unleaded Required),2800,5.7,Auto(S8),SA,8,8,Naturally Aspirated,4,4-Wheel Drive,FWD,FWD
20806,Toyota,Lexus,NX 200T,30,Small SUV 2WD,22,28,25,,GPR,Gasoline (Premium Unleaded Required),1700,2,Auto(S6),SA,6,4,Turbocharged,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20807,Toyota,Lexus,NX 200T AWD,31,Small SUV 4WD,22,28,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20812,Toyota,Lexus,NX 200T AWD F Sport,31,Small SUV 4WD,22,27,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Auto(S6),SA,6,4,Turbocharged,A,All Wheel Drive,AWD,AWD
20718,Toyota,Lexus,NX 300H AWD,31,Small SUV 4WD,33,30,31,,G,Gasoline (Regular Unleaded Recommended),1200,2.5,Auto(AV-S6),SCV,6,4,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20813,Toyota,Lexus,RC 200T,3,Subcompact Cars,22,32,26,,GPR,Gasoline (Premium Unleaded Required),1600,2,Auto(S8),SA,8,4,Turbocharged,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20712,Toyota,Lexus,RC 300 AWD,3,Subcompact Cars,19,26,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20711,Toyota,Lexus,RC 350,3,Subcompact Cars,19,28,22,,GPR,Gasoline (Premium Unleaded Required),1900,3.5,Auto(S8),SA,8,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20717,Toyota,Lexus,RC 350 AWD,3,Subcompact Cars,19,26,21,,GPR,Gasoline (Premium Unleaded Required),2000,3.5,Auto(S6),SA,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20494,Toyota,Lexus,RC F,3,Subcompact Cars,16,25,19,,GPR,Gasoline (Premium Unleaded Required),2200,5,Auto(S8),SA,8,8,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20482,Toyota,Lexus,RX 350,30,Small SUV 2WD,20,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.5,Auto(S8),SA,8,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20486,Toyota,Lexus,RX 350 AWD,31,Small SUV 4WD,19,26,22,,G,Gasoline (Regular Unleaded Recommended),1650,3.5,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
20811,Toyota,Lexus,RX 450H AWD,33,Standard SUV 4WD,31,28,30,,GPR,Gasoline (Premium Unleaded Required),1400,3.5,Auto(AV-S6),SCV,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21226,Toyota,Toyota,4Runner ,32,Standard SUV 2WD,17,21,18,,G,Gasoline (Regular Unleaded Recommended),2050,4,Auto(S5),SA,5,6,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
21225,Toyota,Toyota,4Runner FWD,33,Standard SUV 4WD,17,20,18,,G,Gasoline (Regular Unleaded Recommended),2050,4,Auto(S5),SA,5,6,Naturally Aspirated,P,Part-time 4-Wheel Drive,"FWD, Part-time","FWD, Part-time"
21224,Toyota,Toyota,4Runner FWD,33,Standard SUV 4WD,17,20,18,,G,Gasoline (Regular Unleaded Recommended),2050,4,Auto(S5),SA,5,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
19904,Toyota,Toyota,86,2,Minicompact Cars,24,32,27,,GPR,Gasoline (Premium Unleaded Required),1550,2,Auto(S6),SA,6,4,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
19883,Toyota,Toyota,86,2,Minicompact Cars,21,28,24,,GPR,Gasoline (Premium Unleaded Required),1750,2,Manual(M6),M,6,4,Naturally Aspirated,R,"2-Wheel Drive, Rear","TWD, Rear","TWD, Rear"
20967,Toyota,Toyota,Avalon,5,Midsize Cars,21,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20969,Toyota,Toyota,Avalon Hybrid,5,Midsize Cars,40,39,40,,G,Gasoline (Regular Unleaded Recommended),900,2.5,Auto(AV-S6),SCV,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20302,Toyota,Toyota,Camry,5,Midsize Cars,24,33,27,,G,Gasoline (Regular Unleaded Recommended),1350,2.5,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
19837,Toyota,Toyota,Camry,5,Midsize Cars,21,30,24,,G,Gasoline (Regular Unleaded Recommended),1550,3.5,Auto(S6),SA,6,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20433,Toyota,Toyota,Camry Hybrid LE,5,Midsize Cars,42,38,40,,G,Gasoline (Regular Unleaded Recommended),900,2.5,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20434,Toyota,Toyota,Camry Hybrid XLE/SE,5,Midsize Cars,40,37,38,,G,Gasoline (Regular Unleaded Recommended),950,2.5,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20492,Toyota,Toyota,Corolla,5,Midsize Cars,28,36,32,,G,Gasoline (Regular Unleaded Recommended),1150,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20504,Toyota,Toyota,Corolla,5,Midsize Cars,28,35,31,,G,Gasoline (Regular Unleaded Recommended),1200,1.8,Auto(AV-S7),SCV,7,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20499,Toyota,Toyota,Corolla,5,Midsize Cars,27,35,30,,G,Gasoline (Regular Unleaded Recommended),1200,1.8,Manual(M6),M,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20507,Toyota,Toyota,Corolla Im,5,Midsize Cars,28,36,31,,G,Gasoline (Regular Unleaded Recommended),1200,1.8,Auto(AV-S7),SCV,7,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20506,Toyota,Toyota,Corolla Im,5,Midsize Cars,27,35,30,,G,Gasoline (Regular Unleaded Recommended),1200,1.8,Manual(M6),M,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20498,Toyota,Toyota,Corolla LE ECO,5,Midsize Cars,29,38,33,,G,Gasoline (Regular Unleaded Recommended),1100,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20493,Toyota,Toyota,Corolla LE ECO,5,Midsize Cars,30,40,34,,G,Gasoline (Regular Unleaded Recommended),1100,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21075,Toyota,Toyota,Highlander,30,Small SUV 2WD,20,24,22,,G,Gasoline (Regular Unleaded Recommended),1650,2.7,Auto(S6),SA,6,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21078,Toyota,Toyota,Highlander,30,Small SUV 2WD,20,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.5,Auto(S8),SA,8,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21080,Toyota,Toyota,Highlander AWD,33,Standard SUV 4WD,20,26,22,,G,Gasoline (Regular Unleaded Recommended),1650,3.5,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21076,Toyota,Toyota,Highlander AWD,33,Standard SUV 4WD,19,26,22,,G,Gasoline (Regular Unleaded Recommended),1650,3.5,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21079,Toyota,Toyota,Highlander AWD LE,33,Standard SUV 4WD,20,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.5,Auto(S8),SA,8,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21093,Toyota,Toyota,Highlander Hybrid AWD,33,Standard SUV 4WD,29,27,28,,G,Gasoline (Regular Unleaded Recommended),1300,3.5,Auto(AV-S6),SCV,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21092,Toyota,Toyota,Highlander Hybrid AWD LE Plus,33,Standard SUV 4WD,30,28,29,,G,Gasoline (Regular Unleaded Recommended),1250,3.5,Auto(AV-S6),SCV,6,6,Naturally Aspirated,A,All Wheel Drive,AWD,AWD
21077,Toyota,Toyota,Highlander LE/XLE/SE/LTD,30,Small SUV 2WD,21,27,23,,G,Gasoline (Regular Unleaded Recommended),1600,3.5,Auto(S8),SA,8,6,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20500,Toyota,Toyota,Land Cruiser Wagon FWD,33,Standard SUV 4WD,13,18,15,,G,Gasoline (Regular Unleaded Recommended),2450,5.7,Auto(S8),SA,8,8,Naturally Aspirated,4,4-Wheel Drive,FWD,FWD
20508,Toyota,Toyota,Prius,5,Midsize Cars,54,50,52,,G,Gasoline (Regular Unleaded Recommended),700,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
21223,Toyota,Toyota,Prius C,4,Compact Cars,48,43,46,,G,Gasoline (Regular Unleaded Recommended),800,1.5,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
20503,Toyota,Toyota,Prius ECO,5,Midsize Cars,58,53,56,,G,Gasoline (Regular Unleaded Recommended),650,1.8,Auto(AV),CVT,1,4,Naturally Aspirated,F,"2-Wheel Drive, Front","TWD, Front","TWD, Front"
